id,lang,word_id,position,tl,example_ru,example_tl,info
358943,en,483,1,"wind, breeze",,,
358945,en,484,1,problem,,,
358951,en,487,1,"visitor, guest",,,
358953,en,488,1,"better, best, the best, the better",,,
358966,en,493,1,"number, size, room, issue, item on the programme, turn, trick",,,
358970,en,494,1,"strange, queer, odd, funny, rum",,,
358991,en,504,1,"given, present",,,
359006,en,510,1,"river, stream",,,
359008,en,511,1,"fate, fortune, destiny",,,
359012,en,513,1,good,,,
359013,en,513,2,kind,,,
359027,en,520,1,in no way,,,
359029,en,521,1,"fear, fright, terrors, risk, responsibility, terribly",,,
359031,en,522,1,"dark, obscure, shady",,,
359032,en,522,2,ignorant,,,
359034,en,523,1,"hardly, only just, scarcely, just, barely",,,
359036,en,524,1,"sea, ocean",,,
359038,en,525,1,"hall, audience chamber, reception-room",,,
359040,en,526,1,"grey, dull, dim",,,
359042,en,527,1,"physician, doctor",,,
359049,en,530,1,"commander, commanding officer, captain",,,
359053,en,532,1,slowly,,,
359057,en,534,1,"pain, pang, stab",,,
359061,en,536,1,yesterday,,,
359063,en,537,1,"thing, things, belongings, clothes, work",,,
359065,en,538,1,"result, outcome",,,
359077,en,545,1,"former, late, quondam, ex-",,,
359079,en,546,1,"writer, author",,,
359090,en,551,1,"plan, scheme, map, target",,,
359101,en,556,1,tomorrow,,,
359107,en,558,1,"document, deed, instrument",,,
359126,en,563,1,"pronounce, say, utter, articulate",,,
359128,en,564,1,"small, not great, short",,,
359132,en,566,1,"usually, generally, commonly, as a rule",,,
359136,en,568,1,"explain, account",,,
359153,en,573,1,"buy, purchase",,,
359155,en,574,1,"exist, be",,,
359163,en,578,1,"class, form, class-room",,,
359167,en,580,1,"center, centre",,,
359169,en,581,1,"beautiful, handsome",,,
359171,en,582,1,"quickly, fast, soon",,,
359173,en,583,1,"before, first, formerly, in former times",,,
359175,en,584,1,drink,,,
359179,en,586,1,"director, manager, head, principal, head master, head mistress",,,
359181,en,587,1,"rouble (Russian currency), ruble",,,
359187,en,590,1,"process, trial, legal proceedings, legal action, cause, case, lawsuit, suit, active condition",,,
359193,en,593,1,president,,,
359195,en,594,1,"memory, recollection, remembrance, store, storage",,,
359197,en,595,1,through,,,
359199,en,596,1,"report, let know, communicate, impart, inform",,,
359205,en,600,1,hero,,,
359206,en,600,2,character,,,
359215,en,603,1,"past, by",,,
359217,en,604,1,"it is possible, it may be, it is not unlikely, possibly, perhaps",,,
359219,en,605,1,"enemy, foe, opponent",,,
359221,en,606,1,"kill, murder, assassinate, slay",,,
359230,en,610,1,"happiness, luck, good fortune",,,
359234,en,612,1,"elder, oldest, eldest, senior, chief, man in charge, elders",,,
359238,en,614,1,"aircraft, aeroplane, airplane, plane, air-liner",,,
359240,en,615,1,difficult,,,
359242,en,616,1,smile,,,
359247,en,618,1,"picture, painting, canvas, scene",,,
359249,en,619,1,smile,,,
359251,en,620,1,"feel, have a sensation, sense",,,
359254,en,621,1,the future,,,
359263,en,625,1,"right, right-hand, right-wing",,,
359267,en,627,1,"mind, brains, wit, intellect",,,
359282,en,633,1,many,,,
359286,en,635,1,"knee, elbow, joint, node, bend, generation, tribe, figure, part of a piece of music or a song",,,
359298,en,639,1,bottle,,,
359300,en,640,1,state,,,
359301,en,640,2,national,,,
359302,en,640,3,public,,,
359307,en,642,1,hundred,,,
359309,en,643,1,"telephone, phone",,,
359311,en,644,1,company,,,
359316,en,646,1,"open, overt, frank, undisguised",,,
359319,en,647,1,"doctor of Philosophy, doctor, physician",,,
359324,en,649,1,"down, downwards",,,
359326,en,650,1,"author, authoress, writer, composer, begetter",,,
359333,en,653,1,interest,,,
359349,en,656,1,two,,,
359351,en,657,1,"cold, cool",,,
359360,en,659,1,"quietly, calmly",,,
359362,en,660,1,local,,,
359364,en,661,1,lieutenant,,,
359370,en,664,1,"have to, must",,,
359371,en,664,2,"happen to, fall",,,
359372,en,664,3,"relate to, be related",,,
359392,en,672,1,"yellow, or",,,
359404,en,677,1,"gold, golden, or, gold coin, sovereign",,,
359406,en,678,1,political,,,
359408,en,679,1,"usual, customary",,,
359409,en,679,2,ordinary,,,
359413,en,681,1,"important, significant, grand, pompous",,,
359421,en,685,1,"return, go back, revert, recur, be restored, come back",,,
359427,en,688,1,"iron, ferreous, ferrous",,,
359434,en,691,1,"lose, shed",,,
359436,en,692,1,bride,,,
359439,en,694,1,"the rest of, the rest, the others",,,
359441,en,695,1,drink,,,
359442,en,695,2,take a drink,,,
359444,en,696,1,"show, display, point",,,
359447,en,697,1,"idea, notion, concept",,,
359454,en,700,1,professor,,,
359456,en,701,1,"science, study, knowledge",,,
359460,en,703,1,"union, alliance, Union, league, agreement, conjunction",,,
359462,en,704,1,king,,,
359464,en,705,1,half,,,
359466,en,706,1,"metre, metre measure ruler, master",,,
359470,en,708,1,"faith, belief, trust",,,
359476,en,711,1,"disappear, vanish, wear off",,,
359478,en,712,1,situation,,,
359480,en,713,1,"kitchen, cook-house, galley, cooking, cuisine, machinations",,,
359482,en,714,1,hope,,,
359488,en,716,1,officer,,,
359495,en,719,1,information,,,
359502,en,722,1,"warm, mild, cordial, kindly, affectionate",,,
359504,en,723,1,"silently, tacitly, without a word",,,
359506,en,724,1,German,,,
359525,en,732,1,tear,,,
359529,en,734,1,story,,,
359533,en,736,1,"receive, get, obtain",,,
359535,en,737,1,grass,,,
359536,en,737,2,weed,,,
359537,en,737,3,herb,,,
359539,en,738,1,"six, 6",,,
359543,en,740,1,thirty,,,
359552,en,743,1,neck,,,
359558,en,746,1,"crowd, throng, multitude",,,
359562,en,748,1,parent,,,
359568,en,751,1,second,,,
359570,en,752,1,"to fit, fall",,,
359571,en,752,2,have to,,,
359576,en,754,1,"assured, sure, confident, positive, certain",,,
359578,en,755,1,unknown,,,
359580,en,756,1,program,,,
359584,en,758,1,sound,,,
359588,en,760,1,"unexpectedly, suddenly",,,
359591,en,761,1,"out, there, over there",,,
359596,en,763,1,"tea, tea-party, methinks, maybe",,,
359600,en,765,1,"role, part, lines",,,
359604,en,767,1,"true, right, faithful, loyal, reliable, sure, certain, correct",,,
359609,en,769,1,"thanks, thank you",,,
359615,en,772,1,"shop, store, magazine",,,
359617,en,773,1,"for the first time, first",,,
359619,en,774,1,American,,,
359627,en,777,1,colonel,,,
359629,en,778,1,"nature, countryside, character",,,
359631,en,779,1,"strongly, violently, heavily, greatly, badly, vastly",,,
359635,en,781,1,poet,,,
359637,en,782,1,"region, district, area, vicinity",,,
359639,en,783,1,leaf,,,
359648,en,787,1,"quantity, amount, number",,,
359650,en,788,1,"floor, storey",,,
359658,en,791,1,"freedom, liberty",,,
359663,en,793,1,"law-court, court, justice, judgment, trial, the judges, the bench",,,
359664,en,793,2,"hearing, legal hearing",,,
359666,en,794,1,whose,,,
359672,en,796,1,"grandfather, old man, forefathers",,,
359678,en,799,1,daughter,,,
359680,en,800,1,"serious, earnest, grave",,,
359682,en,801,1,"expect, anticipate, await",,,
359693,en,806,1,"fast, quick, rapid, prompt",,,
359703,en,810,1,opinion,,,
359711,en,814,1,revolution,,,
359713,en,815,1,"long, of long duration",,,
359715,en,816,1,smile,,,
359719,en,818,1,horse,,,
359732,en,824,1,star,,,
359733,en,824,2,famous person,,,
359734,en,824,3,name of service module on the International Space Station,,,
359736,en,825,1,train,,,
359738,en,826,1,"to hand, to hold out, stretch out, to reach, to draw",,,
359740,en,827,1,serve,,,
359742,en,828,1,sister,,,
359743,en,828,2,nurse,,,
359746,en,829,1,please,,,
359747,en,829,2,you are welcome,,,
359748,en,829,3,here you go,,,
359752,en,831,1,to believe,,,
359756,en,833,1,nothing,,,
359758,en,834,1,"flower, blossom",,,
359760,en,835,1,rain,,,
359773,en,841,1,neighbour,,,
359775,en,842,1,"example, instance",,,
359777,en,843,1,"speak, talk, converse, be on speaking terms",,,
359781,en,845,1,"discover, find out, find, detect, reveal, spot",,,
359783,en,846,1,"lady, partner, queen",,,
359787,en,848,1,"organ, body, agency, publication",,,
359789,en,849,1,"field, ground, margin, brim",,,
359794,en,851,1,"price, worth, value, cost",,,
359800,en,853,1,"hot, heated",,,
359801,en,853,2,"hot-tempered, passionate",,,
359805,en,855,1,"weak, faint, feeble, loose, slack, poor",,,
359810,en,858,1,"glory, fame, name, reputation",,,
359812,en,859,1,"gladness, joy",,,
359830,en,867,1,music,,,
359840,en,871,1,add,,,
359843,en,872,1,summer,,,
359865,en,882,1,literature,,,
359871,en,885,1,"fool, idiot",,,
359875,en,887,1,citizen,,,
359879,en,889,1,"happy, fortunate, lucky",,,
359881,en,890,1,"roof, house-top",,,
359888,en,893,1,"repeat, reiterate",,,
359890,en,894,1,"it is impossible, impossibly",,,
359892,en,895,1,"article, item, clause, point, class, rating",,,
359894,en,896,1,"circle, sphere, range, scope, reach, lap",,,
359912,en,904,1,to be surprised,,,
359918,en,907,1,camp,,,
359924,en,910,1,"pleasure, amusement",,,
359926,en,911,1,"wine, liquor, spirits",,,
359928,en,912,1,age,,,
359934,en,915,1,"stairs, staircase, ladder",,,
359938,en,917,1,"Minister, Secretary, Secretary of State",,,
359940,en,918,1,"front, battle-front",,,
359944,en,920,1,"back, backwards, conversely, inversely",,,
359948,en,922,1,St Petersburg,,,
359953,en,924,1,garden,,,
359966,en,926,1,"task, exercise, problem",,,
359974,en,929,1,"carefully, cautiously, guardedly, warily, gingerly",,,
359976,en,930,1,"free, natural, easy, vacant, loose, loose-fitting, spare, uncombined",,,
359992,en,938,1,smoke,,,
359996,en,940,1,kilometre,,,
359998,en,941,1,"ring, clang",,,
359999,en,941,2,call,,,
360003,en,943,1,for the sake of,,,
360005,en,944,1,"chairman, president, the Speaker",,,
360009,en,946,1,"straight, upright, erect, through, direct, straightforward, frank, sincere, real",,,
360012,en,947,1,other,,,
360020,en,951,1,"up, upwards, upstream",,,
360024,en,953,1,dollar,,,
360028,en,955,1,expression,,,
360035,en,957,1,"weep, cry, mourn",,,
360037,en,958,1,"tank, container",,,
360045,en,960,1,"dry, arid",,,
360047,en,961,1,winter,,,
360051,en,963,1,"seven, 7",,,
360057,en,965,1,"brain, marrow, brains",,,
360066,en,969,1,major,,,
360070,en,971,1,"it is clear, naturally, of course, clearly, plainly, forcibly, perspicuously",,,
360076,en,974,1,bed,,,
360077,en,974,2,bedstead,,,
360085,en,978,1,fish,,,
360087,en,979,1,cheek,,,
360089,en,980,1,bird,,,
360091,en,981,1,promise,,,
360100,en,984,1,"it is strange, in a strange way, strangely",,,
360102,en,985,1,dad,,,
360103,en,985,2,Pope,,,
360109,en,988,1,"building, edifice",,,
360111,en,989,1,"inject, prick, prickle",,,
360112,en,989,2,chop,,,
360114,en,990,1,"looking-glass, glass, mirror, speculum",,,
360119,en,992,1,"art, skill, proficiency, craftsmanship",,,
360127,en,996,1,"despite, in spite of",,,
360131,en,998,1,"from here, hence",,,
360144,en,1003,1,deadline,,,
360145,en,1003,2,"term, period",,,
360147,en,1004,1,"fighting, martial, bellicose, militant, war, battle",,,
360149,en,1005,1,"quiet, calm, tranquil, placid, serene, easy-tempered, composed, easy",,,
360154,en,1007,1,"healthy, strong, robust, sound, wholesome, huge",,,
360160,en,1010,1,"artist, painter",,,
360162,en,1011,1,"course, policy, rate of exchange",,,
360164,en,1012,1,"bush, shrub, group",,,
360176,en,1017,1,"evidently, obviously, manifestly, patently",,,
360178,en,1018,1,"miracle, wonder, marvel",,,
360180,en,1019,1,"extreme, the last",,,
360184,en,1021,1,"interesting, prepossessing, attractive",,,
360188,en,1023,1,from there,,,
360190,en,1024,1,firm,,,
360192,en,1025,1,million,,,
360197,en,1027,1,space,,,
360199,en,1028,1,"subject, theme, topic, foundation",,,
360201,en,1029,1,"begin, start, set in",,,
360203,en,1030,1,"first-rate, first-class",,,
360204,en,1030,2,world,,,
360215,en,1034,1,line,,,
360217,en,1035,1,"have a talk, talk",,,
360221,en,1037,1,"probably, most likely, for sure, certainly, for a certainty",,,
360223,en,1038,1,"grandmother, grandmamma, grandma, granny",,,
360227,en,1040,1,mouth,,,
360231,en,1042,1,"small, the little, fellow, boy, lad, guy",,,
360233,en,1043,1,"key, clue, clef, source, spring",,,
360239,en,1045,1,"percentage, rate, interest",,,
360243,en,1047,1,"immediately, at once",,,
360245,en,1048,1,"island, isle",,,
360249,en,1050,1,to declare,,,
360250,en,1050,2,to announce,,,
360252,en,1051,1,"narrow, tight",,,
360254,en,1052,1,"theatre, play-house, dramatic works, plays",,,
360256,en,1053,1,"stomach, belly, abdomen, life, animals",,,
360258,en,1054,1,"production, manufacture, execution, factory, works, promotion",,,
360260,en,1055,1,"staff, headquarters",,,
360262,en,1056,1,childhood,,,
360268,en,1059,1,"throw oneself, rush, throw at each other, disdain",,,
360275,en,1062,1,glass,,,
360281,en,1066,1,"material, stuff, fabric",,,
360283,en,1067,1,"terror, horror, it is terrific, terribly, horribly, awfully",,,
360287,en,1069,1,begin,,,
360295,en,1072,1,"refuse, decline, repudiate, renounce, give up, abdicate, relinquish",,,
360297,en,1073,1,guilty,,,
360303,en,1076,1,"circumstance, adverb",,,
360305,en,1077,1,fourth,,,
360309,en,1079,1,Germany,,,
360315,en,1082,1,"get up, rise, be up, stand up, go, fit, arise",,,
360323,en,1085,1,bad,,,
360325,en,1086,1,"dead, lifeless",,,
360332,en,1089,1,"special, especial",,,
360334,en,1090,1,"representative, spokesman, specimen",,,
360336,en,1091,1,"knife, table-knife, penknife, clasp-knife",,,
360338,en,1092,1,"exact, precise, accurate, punctual",,,
360340,en,1093,1,market,,,
360342,en,1094,1,"noise, sound, murmur, hubbub, uproar",,,
360344,en,1095,1,student,,,
360346,en,1096,1,"impression, influence, effect",,,
360348,en,1097,1,begin to laugh,,,
360350,en,1098,1,"department, section",,,
360352,en,1099,1,"west, the West, the Occident",,,
360366,en,1104,1,"success, luck, progress",,,
360368,en,1105,1,engineer,,,
360370,en,1106,1,"population, inhabitants, peopling, setting",,,
360376,en,1109,1,"some, a certain",,,
360380,en,1111,1,"dust, spray",,,
360387,en,1114,1,"save, rescue, salvage",,,
360393,en,1117,1,secretary,,,
360406,en,1123,1,"devil, deuce",,,
360412,en,1126,1,"naturally, of course",,,
360418,en,1129,1,"figure, picture-card, face-card, court-card, chess-man, piece",,,
360422,en,1131,1,"enemy, opponent, antagonist, adversary",,,
360424,en,1132,1,distance,,,
360428,en,1134,1,"normal, sane",,,
360430,en,1135,1,"periodical, magazine, journal, diary, register",,,
360436,en,1139,1,"victory, triumph",,,
360438,en,1140,1,"be able, manage, succeed",,,
360440,en,1141,1,"collaborator, employee, official",,,
360442,en,1142,1,begin to speak,,,
360449,en,1145,1,"take out, drag out, pull out, extract, fish out, steal, pinch",,,
360453,en,1147,1,"soft, mild, gentle",,,
360457,en,1149,1,social,,,
360465,en,1152,1,"period, spell, age",,,
360476,en,1156,1,"club, club-house, puff",,,
360482,en,1158,1,"tail, train, brush, scut, end, tail-end, queue, line, arrears",,,
360484,en,1159,1,"eight, 8",,,
360494,en,1164,1,"open, clear, uncover, bare, inaugurate, discover, let out, reveal",,,
360498,en,1166,1,"treatment, cure",,,
360500,en,1167,1,economic,,,
360505,en,1169,1,"meet, encounter, see, be found, be met with",,,
360509,en,1171,1,"note, observe, sight, catch sight, take notice, pay heed, remark",,,
360511,en,1172,1,"observe, take care, look, watch, supervise, control",,,
360515,en,1174,1,"naked, bare, bald, unmixed, sheer, neat, pure",,,
360517,en,1175,1,"round, perfect, whole",,,
360519,en,1176,1,"misfortune, trouble",,,
360525,en,1179,1,"dirty, muddy, miry, filthy, sordid",,,
360527,en,1180,1,"lower, sink, pull down, omit, turn down",,,
360529,en,1181,1,culture,,,
360535,en,1184,1,territory,,,
360537,en,1185,1,"costume, dress, suit",,,
360541,en,1187,1,"wooden, ligneous",,,
360546,en,1189,1,"loud, aloud",,,
360548,en,1190,1,"it is late, late",,,
360552,en,1192,1,"attempt, endeavour",,,
360554,en,1193,1,"bottom, ground",,,
360556,en,1194,1,fifty,,,
360558,en,1195,1,"stop, bring to stop",,,
360560,en,1196,1,"completely, utterly, in full",,,
360562,en,1197,1,page,,,
360566,en,1199,1,"a great deal, much, many things",,,
360568,en,1200,1,"food, meal",,,
360570,en,1201,1,"dimensions, size, rate, degree, extent, scale, metre, measure, time",,,
360572,en,1202,1,"smoke, burn, distil",,,
360578,en,1205,1,"stage, boards, scene",,,
360580,en,1206,1,"English, British",,,
360582,en,1207,1,"wake up, awake",,,
360586,en,1209,1,"enjoy, like",,,
360591,en,1211,1,"photography, photograph, photo, picture",,,
360597,en,1213,1,principle,,,
360599,en,1214,1,"moment, instant",,,
360601,en,1215,1,Europe,,,
360603,en,1216,1,pay,,,
360614,en,1221,1,"foreman, master, expert",,,
360618,en,1223,1,"old woman, old lady",,,
360620,en,1224,1,"leader, manager, instructor",,,
360622,en,1225,1,"inhabitant, resident, dweller",,,
360624,en,1226,1,sword,,,
360626,en,1227,1,scientific,,,
360628,en,1228,1,"breathe, respire",,,
360630,en,1229,1,"God, the Lord",,,
360634,en,1231,1,"prison, jail, gaol",,,
360644,en,1236,1,palace,,,
360653,en,1240,1,bring,,,
360657,en,1242,1,"ticket, card",,,
360660,en,1243,1,"neighbouring, neighbour, next, adjacent, near by",,,
360662,en,1244,1,"phrase, sentence",,,
360664,en,1245,1,"repeat, reiterate",,,
360666,en,1246,1,"America, USA, US, United States, United States of America",,,
360668,en,1247,1,"spring, springtime",,,
360677,en,1250,1,"movie, film",,,
360679,en,1251,1,"be born, come into being, arise, thrive",,,
360681,en,1252,1,hospital,,,
360683,en,1253,1,"laughter, laugh",,,
360685,en,1254,1,"specialist, expert",,,
360689,en,1256,1,"fall down, abate",,,
360691,en,1257,1,fifth,,,
360703,en,1263,1,"product, produce, provisions, victuals, foodstuffs",,,
360709,en,1266,1,"gradually, little by little, by degrees",,,
360713,en,1268,1,"possible, feasible",,,
360727,en,1273,1,"attentively, carefully, intently",,,
360729,en,1274,1,"speed, rate, velocity",,,
360737,en,1277,1,technical,,,
360739,en,1278,1,"visible, obvious, apparent, seeming",,,
360741,en,1279,1,"text, words",,,
360754,en,1285,1,"wild, barbarous, savage, shy, unsociable, strange, queer, preposterous, outrageous",,,
360758,en,1287,1,"artist, actor",,,
360764,en,1290,1,"participation, collaboration, share, sharing, sympathy, interest, concern",,,
360766,en,1291,1,cat,,,
360773,en,1294,1,to find,,,
360774,en,1294,2,to come across,,,
360775,en,1294,3,to happen to have,,,
360777,en,1295,1,health,,,
360779,en,1296,1,"bonfire, fire",,,
360785,en,1298,1,"humanity, mankind",,,
360787,en,1299,1,"bullet, projectile",,,
360789,en,1300,1,doubt,,,
360795,en,1303,1,"by chance, by accident, accidentally, by any chance",,,
360803,en,1306,1,something,,,
360811,en,1309,1,"historical, historic, epoch-making",,,
360813,en,1310,1,reader,,,
360818,en,1312,1,"murder, assassination",,,
360833,en,1315,1,"instant, moment",,,
360835,en,1316,1,"east, the East, the Orient",,,
360839,en,1318,1,"let go, let off, set free, release, give leave, supply, serve, grow, let grow, slacken, turn loose, loosen, remit, forgive, temper, draw",,,
360851,en,1323,1,"real, realizable, practicable, workable, practical",,,
360853,en,1324,1,"pause, interval, rest",,,
360861,en,1328,1,"national, State",,,
360865,en,1330,1,"clear, lucid, distinct, serene",,,
360869,en,1332,1,"precipice, abyss, chasm",,,
360870,en,1332,2,"lots, tons",,,
360874,en,1334,1,"constantly, continually, always",,,
360876,en,1335,1,"sand, sands, gravel",,,
360882,en,1338,1,"drunk, tipsy, intoxicated, tight, drunk man",,,
360894,en,1342,1,"worker, farm-hand",,,
360898,en,1344,1,"send, forward, dispatch, post, mail, perform, exercise",,,
360904,en,1347,1,"explain, account",,,
360913,en,1350,1,"from above, from top, on top",,,
360919,en,1353,1,"throat, neck, narrow entrance to a gulf, bay",,,
360923,en,1355,1,restaurant,,,
360925,en,1356,1,"list, record",,,
360927,en,1357,1,"back, rear, hind",,,
360929,en,1358,1,"holiday, feast, a festive occasion",,,
360931,en,1359,1,"lord, oh my God",,,
360935,en,1361,1,"joke, jet, trick, prank, jest, farce",,,
360937,en,1362,1,"bus, coach",,,
360948,en,1367,1,"breathing, respiration, breath",,,
360954,en,1370,1,"shiver, tremble, quiver, shake, quaver, take excessive care, fuss over, grudge",,,
360956,en,1371,1,"catch, pick up",,,
360958,en,1372,1,"dangerous, perilous",,,
360964,en,1375,1,"command, authorities, heads, the chief",,,
360968,en,1377,1,"sleeve, branch, arm, hose",,,
360972,en,1379,1,"north, northern",,,
360978,en,1382,1,poor,,,
360980,en,1383,1,"constant, invariable, permanent",,,
360985,en,1385,1,"to slip, poke, thrust, shove",,,
360991,en,1388,1,international,,,
360993,en,1389,1,"exclaim, cry",,,
360995,en,1390,1,beer,,,
360997,en,1391,1,one and a half,,,
361003,en,1394,1,"central, metropolitan",,,
361005,en,1395,1,"official, functionary, bureaucrat",,,
361007,en,1396,1,echo,,,
361009,en,1397,1,"below, underneath, downstairs, at the foot, at the bottom",,,
361011,en,1398,1,"be well, prosper, thrive",,,
361014,en,1399,1,"ceiling, roof, limit, absolute limit",,,
361016,en,1400,1,"lung, lights",,,
361022,en,1403,1,"allow, permit, authorize",,,
361023,en,1403,2,"resolve, settle",,,
361027,en,1404,1,"it is important, with an air of importance, with a consequential air, grandly",,,
361029,en,1405,1,energy,,,
361035,en,1408,1,cigarette,,,
361037,en,1409,1,closed,,,
361039,en,1410,1,"let, allow",,,
361040,en,1410,2,"set in motion, put in action, set working",,,
361041,en,1410,3,"shoot, loose",,,
361042,en,1410,4,turn on,,,
361043,en,1410,5,let go,,,
361048,en,1412,1,"cat, grapnel, drag, climbing-irons",,,
361052,en,1414,1,zone,,,
361058,en,1417,1,"suddenly, all of a sudden",,,
